cleaned_product_name,adg_code,brand,industry
Ռոշեն յումիս Տոֆի իրիզ,1905,Roshen,Food & Beverage
Թխվածքաբլիթ Յաշկինո Պարզապես սիրել ելակի կրեմ 18,1905,Yashkino,Food & Beverage
Թխվածքաբլիթ Յաշկինո Չհոկոպայ կգ,1905,Yashkino,Food & Beverage
Վաֆլի Յաշկինո TWIGGY 185գր,1905,Yashkino,Food & Beverage
Վաֆլե տորթ Յաշկինո 250գ,1905,Yashkino,Food & Beverage
Թխվածքաբլիթ Ապաչի 95կգ,1905,Apache,Food & Beverage
Պրյանիկ Յաշկինո Շոկոլադային 350 գ,1905,Yashkino,Food & Beverage
Թխվածքաբլիթ 127գ ESMERALDA -Lovita ROSHEN,1905,Roshen,Food & Beverage
ԲԻՍԿՎԻԹՆԵՐ ՇՈԿՈԼԱԴԻ ՄԻՋՈՒԿՈՎ՝ ՊԱՏՎԱԾ_x000D_ ՇՈԿՈԼԱԴԻ ՀԱՏԻԿՆԵՐՈՎ MILKA 156G - 4500 ՀԱՏ,1905,Milka,Food & Beverage
Թխվա Միլկա Շոկ փայտիկ 120 գ,1905,Milka,Food & Beverage
ՎԱՖԼԻ ՅԱՇԿԻՆՈ 180ԳՐ,1905,Yashkino,Food & Beverage
Վաֆլի Grand Candy կգ,1905,Grand Candy,Food & Beverage
Թխվ Roshen Esmeralda 150գ դարկ շոկո,1905,Roshen,Food & Beverage
Վաֆլի Գրանդ Քենդի Կաթնային կգ,1905,Grand Candy,Food & Beverage
Թ/Բ ԱՄԵՐԻԿՅԱՆ ՅԱՇԿԻՆՈ 200,1905,Yashkino,Food & Beverage
ՔԻՆԴԵՌ ՋՈՅ,1905,Unknown,Other
Չիպսեր Ապաչի 80գ,1905,Apache,Food & Beverage
Յաշկինո Տարալլինի NF 180գր դասական,1905,Yashkino,Food & Beverage
Թխվածքաբլիթ MILKA 135գ շոկոլադ,1905,Milka,Food & Beverage
Շոկ սալիկ Միլկա լու թխվածք 92գ,1905,Milka,Food & Beverage
Սալիկ Միլկա 300գ Ծակոտկիներով,1905,Milka,Food & Beverage
Թխվածքաբլիթ Յաշկինո Bonfetti 200g,1905,Yashkino,Food & Beverage
Կուրաբե Միքս Թխվացքաբլիէթ Գրանդ Քենդի կգ,1905,Grand Candy,Food & Beverage
Կրուասան Grand Cendi կգ,1905,Unknown,Other
Թխվածքաբլիթ Milka CHOCO WAFER 150,1905,Milka,Food & Beverage
Թխվածքաբլիթ Ռոշեն Էսմեռալդա շոկ 150գ,1905,Roshen,Food & Beverage
Վաֆլի Դարոյնք Wafer կաթնային 300գ,1905,Daroink,Food & Beverage
Թխ քաղցրաբլիք Վարսակ 300գ /Դարոյնք,1905,Daroink,Food & Beverage
Յաշկինո պշկի 180 գ,1905,Yashkino,Food & Beverage
Բիսկվիթ թխ Միլկա շոկ միջուկով 175գ,1905,Milka,Food & Beverage
Թխվ Յաշկինո Stix 130g,1905,Yashkino,Food & Beverage
Թխվածքաբլիթ Դարոյնք կաթնային 140գ,1905,Daroink,Food & Beverage
Քաղցր Ձողիկ Apache 85գ,1905,Apache,Food & Beverage
Շոկոլադե գնդիկներ կգ Դարոյնք,1905,Daroink,Food & Beverage
ԿԻՆԴԵՌ ՄԱՔՍԻ 21գ,1905,Unknown,Other
ՉԻՊՍ ԱՊԱՉԻ 80ԳՐ,1905,Apache,Food & Beverage
Վաֆլի Ցիտ Գրանդ Քենդի կգ,1905,Grand Candy,Food & Beverage
Վաֆլի Յաշկինո Յուժնայա ստրանա կգ,1905,Yashkino,Food & Beverage
դարոնիկ գիշեր,1905,Unknown,Other
Բարի ախորժակ 720 մլ Artfood,2001,Artfood,Food & Beverage
Մարինացված Կորնիշոններ Արտֆուդ 1 5կգ/513,2001,Unknown,Other
Սուրճ Ռ Արմենիա Կանաչ Կլասիկ100գ,2001,Unknown,Food & Beverage
Պահածո Արտֆուդ լոլիկի մարինադ 670գ,2001,Unknown,Other
Սմբուկի խավիար Ռոյալ 350մլ,2001,Royal,Food & Beverage
Ռոյալ Մարինադ Ասորտի 950գ,2001,Royal,Food & Beverage
Բանջարեղենային ռագու Աջափսանդալ Արտֆուդ ա/տ 335գ,2001,Unknown,Other
Վարունգի մարինադ Արտֆուդ 3,2001,Unknown,Other
Մարինացված վարունգ Artfood 980գ,2001,Artfood,Food & Beverage
Աելո ձիթապտուղ կանաչ կորիզով 520գ,2001,Unknown,Other
ԼՈԲԻ չիլի տոմատով ՌՈՅԱԼ 520գ,2001,Royal,Food & Beverage
Սպիտակ լոբի HOME LEND թ/տ 425գր,2001,Unknown,Other
տոմատի մածուկ Royal 370գ,2001,Royal,Food & Beverage
Հալապենյո 250գր ռոյալ,2001,Royal,Food & Beverage
Գինի նռան Կ/Ք Արմենիա 0 75լ,2001,Unknown,Food & Beverage
Պանիր չեչիլ թել Մարիաննա 300գ,2001,Marianna,Food & Beverage
ՎԱՐՈՒՆԳԻ մարինադ ԱՐՏՖՈՒԴ 3կգ,2001,Unknown,Other
Պահածո խավիար 360գ Արտֆուդ,2001,Unknown,Other
Կետչուպ Արտֆուդ արև 250մլ,2001,Unknown,Food & Beverage
Պահածո ախորժակ Ռոյալ 480գ,2001,Royal,Food & Beverage
Արարատ Խավիար սմբուկի կծու 460գ,2001,Unknown,Other
Ռոյալ Լեչո,2001,Royal,Food & Beverage
կարմիր պղպեղի մարինադ 500գ ռոյալ,2001,Royal,Food & Beverage
Կանաչ Սոխ Տնկած կապ,2001,Unknown,Other
ՏՈՄԱՏԻ ՄԱԾՈՒԿ ԱՐՏՖՈՒԴ 500Լ,2002,Unknown,Other
Տոմատ Արտֆուդ 720 մլ,2002,Unknown,Other
Տոմատի մածուկ Արարատ 1 05կգ,2002,Unknown,Other
տոմատ ԱՐՏՖՈՒԴ 270գ,2002,Unknown,Other
Տոմատի մածուկ ARTFOOD 1060գր,2002,Artfood,Food & Beverage
Տոմատի մածուկ Արտֆուդ ա/տ 1000գ,2002,Unknown,Other
Տոմատի մածուկ Արտֆուդ 500գ,2002,Unknown,Other
Ապաչի արեվածաղիկ 200գ,2002,Apache,Food & Beverage
Աջիկա Արտֆուդ 380գ,2003,Unknown,Other
Կանաչ տխեմալի,2003,Unknown,Other
Ռոյալ կծու պղպեղ մարինացված 0 5կգ,2004,Royal,Food & Beverage
Աջիկա Ռոյալ կծու 510գ,2004,Royal,Food & Beverage
Կարմիր պղպեղ մարինացված Royal 500գ,2004,Royal,Food & Beverage
Արտֆուդ Կարմիր բիբար 720մլ,2004,Unknown,Other
մարինադ Ասորտի Royal 950գ,2005,Royal,Food & Beverage
Բանջարեղենի Խորոված Արտֆուդ 720մլ,2005,Unknown,Other
Կեղեվահան լոլիկ սեփական հյութի մեջ Արտֆուդ 950գ,2005,Unknown,Other
Բամիայի մարինադ Արտֆուդ 480գ,2005,Unknown,Other
ԱՐՏՖՈՒԴ Կարմիր պղպեղ դելիկատես 0 720կգ,2005,Unknown,Other
Սմբուկի խավիար Ռոյալ ա/տ 500գր կծու,2005,Royal,Food & Beverage
Տապակած Բանջարեղենային Խառնուրդ Արտֆուդ Ա/Տ 450գ,2005,Unknown,Other
Հյութ Լոլիկի Ռոյալ 1 լ,2005,Royal,Food & Beverage
Առտֆոոդ տոմատի մածուկ 270գ,2005,Unknown,Other
Բամիա մարինացված Royal,2005,Royal,Food & Beverage
Արտֆուդ բադրջանի խավիար 520գ,2005,Unknown,Other
Բադրիջանի Խավիար Արտֆուդ 520 գր,2005,Unknown,Other
Ռոյալ Խավիար Սմբուկի 370g,2005,Royal,Food & Beverage
Վարունգ մարինաց Արտֆուդ 720գր,2005,Unknown,Other
Ախորժակ Արտֆուդ 720մլ шт,2005,Unknown,Other
Արտֆուդ մայոնեզ 2լ,2005,Unknown,Other
Մուրաբա Արտֆուդ դդմի 450գ,2005,Unknown,Other
Կերուսուս 620գ Ռոյալ,2005,Royal,Food & Beverage
Բադրջանի Խավյար 470գ /Արտֆուդ/ ԱՊԳ,2005,Unknown,Other
ԱՐՏՖՈՒԴ Լեչո 720գ,2005,Unknown,Other
Խավիար Արտֆուդ սմբուկի կծու,2005,Unknown,Other
Ռոյալ կեղևահանված լոլիկ 630մլ,2006,Royal,Food & Beverage
Կոմպոտ Artfood մոշ ա/տ 1լ,2006,Artfood,Food & Beverage
Կոմպոտ Royal 1լ Ծիրանի,2007,Royal,Food & Beverage
Կոնֆետ Գրանդ Քենդի Բարբարիս կգ,2007,Grand Candy,Food & Beverage
Դոնդողե կոնֆետներ Krutfrut Քառասնոտանիներ Յաշկինո,2007,Yashkino,Food & Beverage
Արև Ապաչի գծ 140գ,2008,Apache,Food & Beverage
Կոմպոտ Արարատ սալորի 1լ,2008,Unknown,Food & Beverage
Արևածաղիկ Գծավոր Ապաչի 70 գր,2008,Apache,Food & Beverage
Ապաչի արևածաղիկ գծավոր 70գ,2008,Apache,Food & Beverage
Հյութ Արարատ նուռ 1լ,2009,Unknown,Other
Գազ Ըմպելիք Coca Cola 0 25լ Պ/Տ 24հ,2009,Coca-Cola,Food & Beverage
Բնական Հյութ Արտֆուդ լոլիկի ա/տ 1լ,2009,Unknown,Other
Հյութ COCA-COLA 0 5լ Բալ,2009,Coca-Cola,Food & Beverage
Տոմատի Հյութ Ռոյալ Կծու 1լ,2009,Royal,Food & Beverage
Գազ ըմպ Coca Cola 2լ,2009,Coca-Cola,Food & Beverage
Կոմպոտ Արտֆուդ սերկևիլ ա/տ 1լ,2009,Unknown,Food & Beverage
Հյութ լոլիկի կծու 1լ Արտֆուդ,2009,Unknown,Other
Հալապենյ կտրտ Արթֆուդ 340գ,2009,Unknown,Other
Բն հյութ Ամառե Արտֆուդ Ֆեյխոա 0 75լ հատ,2009,Unknown,Other
Գազավորված ըմպելիք Կոկա Կոլա սլիմ թ/տ 330մլ,2009,Coca-Cola,Food & Beverage
Հյութ ծիրան Արարատ 0 97լ,2009,Unknown,Other
Կինդեռ կապուչինո տաք,2101,Unknown,Other
ՍՈՒՐՃ ԼՈՒԾՎՈՂ ՆԵՍԿԱՖԵ ԳՈԼԴ Ա/Տ 190Գ,2101,Nescafe,Food & Beverage
Գրանդ Քենդի սառը սուրճ 170մլ,2101,Grand Candy,Food & Beverage
ՆԵՍԿԱՖԵ Ժ Բ,2101,Nescafe,Food & Beverage
Թեյ լուծվող Royal Armenia կիտրոն-20գ,2101,Royal,Food & Beverage
Լուծվող սուրճ Նեսկաֆե Կլասիկ զիփ 130գր,2101,Nescafe,Food & Beverage
Յաշկինո Մինի փայ հոլ ազնվամորի360գ,2101,Yashkino,Food & Beverage
Սուրճ Nescafe classic 34g,2101,Nescafe,Food & Beverage
Արարատ ջուր 0 5լ,2101,Unknown,Other
Նեսկաֆե Կլասիկ Պակետով 2գր,2101,Nescafe,Food & Beverage
Նեսկաֆե լ/ սուրճ,2101,Nescafe,Food & Beverage
ըմպելիք Milka Chocolate կարամելային 250մլ,2101,Milka,Food & Beverage
ՍՈՒՐՃ NESCAFE Gold 190gr,2101,Nescafe,Food & Beverage
Գազավորված ըմպելիք Coca Cola առանծ շաքարի 1լ,2101,Coca-Cola,Food & Beverage
նեսկաֆե գոլդ գդ,2101,Nescafe,Food & Beverage
Սուրճ Nescafe Dolce Gusto Nesquik,2101,Nescafe,Food & Beverage
Կանաչ բաժակ,2101,Unknown,Other
ՍՈՒՐՃ ԼՈՒԾՎՈՂ ՆԵՍԿԱՖԵ ԱՐԱԲԻԿԱ ԴՈՅ ՊԱԿ 34Գ ԿԼԱՍՍԻ,2101,Nescafe,Food & Beverage
Սուրճ Ռոյալ Արմենիա Բլյու 100գ,2101,Royal,Food & Beverage
C NESCAFE GOLD Aroma intenso Jar 85g,2101,Nescafe,Food & Beverage
Nescafe cappuccino,2101,Nescafe,Food & Beverage
Նեսկաֆե Գոլդ/կլասսիկ 2գ,2101,Nescafe,Food & Beverage
COCACOLA 0 5,2101,Unknown,Other
Nescafe սառը սուրճ 240ml,2101,Nescafe,Food & Beverage
Նեսկաֆե գոլդ 75գ,2101,Nescafe,Food & Beverage
Յաշկինո վաֆլի ռոմբո 200գ,2101,Yashkino,Food & Beverage
Nescafe classic capuchino 18g,2101,Nescafe,Food & Beverage
Աջիկա 0 38կգ Արտֆուդ,2103,Unknown,Other
Հյութ Coca- Cola fanta 0 5լ,2103,Unknown,Other
Աջիկա ռեհանով ԱրտՖուդ 520գ,2103,Unknown,Other
Կետչուպ Արտֆուդ Հ7 իտալական 250մլ,2103,Unknown,Food & Beverage
Կետչուպ N1-Արտֆուդ Չիլլի 0 25լ,2103,Unknown,Food & Beverage
Կետչուպ Արտֆուդ 1 h 400մլ,2103,Unknown,Food & Beverage
Կետչուպ Արտֆուդ պիկնիկ պ/տ 400 մլ,2103,Unknown,Food & Beverage
7 Արտֆուդ իտալական 400 գր,2103,Unknown,Other
2103 - Աջիկա Արտֆուդ կծու 260գր,2103,Unknown,Other
ԱրտՖուդ Տոմատի Մածուկ 1020գ,2103,Unknown,Other
Արտֆուդ N4 կետչուպ 250մլ,2103,Unknown,Food & Beverage
Արտֆուդ աջիկա կծու 0 260գ,2103,Unknown,Other
Կետչուպ Արտֆուդ N2 250մլ,2103,Unknown,Food & Beverage
ՇՊՐՈՏ 160 ԳՐ Ս/Տ,2103,Unknown,Other
Պաղպաղակ Գրանդ Քենդի փղիկ շոկոլադե 500գ,2105,Grand Candy,Food & Beverage
Պաղպաղակ Գրանդ Քենդի-Բաժակ 55գ,2105,Grand Candy,Food & Beverage
Պաղպաղակ Գրանդ Քենդի Ջամբո վանիլ գետնանուշով 85,2105,Grand Candy,Food & Beverage
Պաղպաղակ Լակոմկա Գրանդ Քենդի,2105,Grand Candy,Food & Beverage
Պաղպաղակ Գրանդ Քենդի կոն Լակոմկա ելակ,2105,Grand Candy,Food & Beverage
Գլանակ Վաֆլի Մարիաննա,2105,Marianna,Food & Beverage
Պաղպաղակ Գրանդ Քենդի Ջամբո 85գ,2105,Grand Candy,Food & Beverage
Պաղպաղակ էսկիմոս-Գրանդ Քենդի,2105,Grand Candy,Food & Beverage
Պաղպաղակ Grand Candy Luxor վանիլային պնդուկով 86գ,2105,Grand Candy,Food & Beverage
ԳՐԱՆԴ ՔԵՆԴԻ պաղպաղակ բրիկետ վանիլային,2105,Grand Candy,Food & Beverage
Պաղպաղակ Գրանդ Քենդի ՏորԹ,2105,Grand Candy,Food & Beverage
Պաղպաղակ Grand Candy Fiesta բալի,2105,Grand Candy,Food & Beverage
Պաղպաղակ Գրանդ Քենդի 57գ սենդվիչ վանիլ,2105,Grand Candy,Food & Beverage
Պաղպաղակ Զեբր 100գր Գրանդ Քենդի,2105,Grand Candy,Food & Beverage
Մարիաննա՝ Պաղպ Վաֆլե բաժ,2105,Marianna,Food & Beverage
Պաղպաղակ Գրանդ քենդի շոկոլադե 500գ,2105,Grand Candy,Food & Beverage
Գինի Արմենիա սպիտակ կիսաքաղցր,2106,Unknown,Food & Beverage
Միլկա 110գ սրտիկներ,2106,Milka,Food & Beverage
Լվացքի փոշի Սավեքս 1 2կգ 2/1 ավտոմատ,2106,Savax,Household Products
Սափրվելու գել Ժիլետ 200մլ,2106,Gillette,Personal Care & Cosmetics
Սառը սուրճ Nescafe Թ/Տ 240մլ,2106,Nescafe,Food & Beverage
Витамин С 500мг АСТЕРИА х100,2106,Unknown,Other
Դիրոլ ծամ կանաչ միատնի,2106,Unknown,Other
Երշիկ Գանձասար Կովկասյան հատ,2106,Ganjasar,Food & Beverage
nivea men shampun,2106,Nivea,Personal Care & Cosmetics
Յաշկինո Մինի պիշկի 240գ,2106,Yashkino,Food & Beverage
Անձեռոցիկ փափուկ Silk Soft միաշերտ 50հ,2106,Silk Soft,Household Products
GILLETTE Փրփուր,2106,Gillette,Personal Care & Cosmetics
Մարինադ Կորնիշոնի 3-6սմ Artfood 700գ,2106,Artfood,Food & Beverage
Թխվ Միլկա շոկ կտորներով 126գ,2106,Milka,Food & Beverage
Կինդեռ Շոկոլադ 4հ,2106,Unknown,Food & Beverage
Միլկա Մմմակս,2106,Milka,Food & Beverage
daroink croissant kg,2106,Daroink,Food & Beverage
Թխվ Միլկա կաթն շոկոլադե 156 գր,2106,Milka,Food & Beverage
Տրյուֆել Գրանդ Քենդի Լակոմկա կգ,2106,Grand Candy,Food & Beverage
Алекс носки WТ1553 /39-41,2106,Unknown,Other
Նվեր ամանորյա ապաչի 290 գր,2106,Apache,Food & Beverage
Կոկա Կոլա 1 5լ,2106,Coca-Cola,Food & Beverage
Ջուր Ararat 0 5լ գազավորված պլ/շ,2201,Unknown,Other
Գազավորված ըմպելիք Coca-Cola 1 5լ,2201,Coca-Cola,Food & Beverage
Հանքային ջուր ԱՐԱՐԱՏ 0 5լ,2201,Unknown,Other
Գազավորված ըմպելիք Coca Cola 0 5լ բալի,2201,Coca-Cola,Food & Beverage
ԿՈՄՊՈՏ ՌՈՅԱԼ 1Լ,2201,Royal,Food & Beverage
Բնական ջուր Ararat 0 5լ,2202,Unknown,Other
Արարատ բնական հյութ պրեմիում ծիրաՆ 0 97 լ,2202,Unknown,Other
Զով ըմպելիք Coca-Cola 0 33լթ/տ,2202,Coca-Cola,Food & Beverage
COCA COLA Առանց շաքար 1լ,2202,Coca-Cola,Food & Beverage
Զովացուցիչ ըմպելիք Coca-Cola 0 330լ,2202,Coca-Cola,Food & Beverage
Զովացուցիչ ըմպելիք Coca-Cola-Fanta 1 5լ-//,2202,Coca-Cola,Food & Beverage
COCA COLA ՍՈՒՐՃՈՎ Թ/Տ 250մլ,2202,Coca-Cola,Food & Beverage
Ըմպելիք Coca-Cola 1 5լ,2202,Coca-Cola,Food & Beverage
Արարատ բնական հյութ նուռ 1լ,2202,Unknown,Other
Զովացուցիչ ըմպելիք Coca Cola 0 25լ///,2202,Coca-Cola,Food & Beverage
Գազ ըմպելիք Coca cola 330մլ բալ մ/տ,2202,Coca-Cola,Food & Beverage
Coca cola Coffee 0 25լ,2202,Coca-Cola,Food & Beverage
Զովացուցիչ Ըմպելիք Coca-Cola 0 25լ,2202,Coca-Cola,Food & Beverage
Զովացուցիչ ըմպելիք Coca-Cola 1լ -բալ,2202,Coca-Cola,Food & Beverage
Գազ Ըմպելիք Coca Cola 1 5լ,2202,Coca-Cola,Food & Beverage
Զովացուցիչ ըմպելիք Coca-Cola 1լ//,2202,Coca-Cola,Food & Beverage
Coca-Cola Fanta Sprite 2L,2202,Coca-Cola,Food & Beverage
ԹԽՎԱԾՔԱԲԼԻԹ MILKA 200 Գ,2202,Milka,Food & Beverage
Զովացուցիչ ըմպելիք Coca-Cola 1լ- Վիշնյա,2202,Coca-Cola,Food & Beverage
Թխվացքաբլիթ Տոնդի սենդվիչ Յաշկինո 182գ,2202,Yashkino,Food & Beverage
Coca-cola zero 0 2l,2202,Coca-Cola,Food & Beverage
Գազ Ըմպելիք Coca Cola 0 33լ թ/տ,2202,Coca-Cola,Food & Beverage
Զով Ըմպելիք Coca Cola 1լ Բալ,2202,Coca-Cola,Food & Beverage
Զովացուցիչ ըմպելիք Coca-Cola 1 5լ,2202,Coca-Cola,Food & Beverage
Գազավորած ըմպելիք СOCA СOLA CLASSIC 1 0լ,2202,Unknown,Food & Beverage
Հյութ Coca Cola 1 5լ,2202,Coca-Cola,Food & Beverage
Գազավորված ըմպելիք Coca-Cola 0 33լ,2202,Coca-Cola,Food & Beverage
COCA COLA 500 մլ,2202,Coca-Cola,Food & Beverage
Կոկա-կոլա բալ 0 5,2202,Coca-Cola,Food & Beverage
Զովացուցիչ ըմպելիք COCA COLA 250մլ zero,2202,Coca-Cola,Food & Beverage
Գազավորված ըմպելիք Կոկա կոլա 1 5լ,2202,Coca-Cola,Food & Beverage
Գազավորված ըմպելիք Coca-Cola 0 25մլ կարամելով,2202,Coca-Cola,Food & Beverage
Գազավորված ըմպելիք Coca Cola 250 ml,2202,Coca-Cola,Food & Beverage
Գազավորված ըմպելիք Coca Cola զերո 250մլ,2202,Coca-Cola,Food & Beverage
Գազավորված ըմպելիք Coca-Cola սուրճով կարամել,2202,Coca-Cola,Food & Beverage
Գազավորված ըմպելիք Coca-Cola սուրճով 250մլ,2202,Coca-Cola,Food & Beverage
Grand Candy // ՍԱՌ ԹԵՅ//,2202,Grand Candy,Food & Beverage
Կոկա-Կոլա Կլասսիկ 1լ,2202,Coca-Cola,Food & Beverage
Սառը սուրճ Նեսկաֆե 240մլ Մոկա,2202,Nescafe,Food & Beverage
Coca-cola 330մլ,2202,Coca-Cola,Food & Beverage
COCA COLA FANTA 250 ML,2202,Coca-Cola,Food & Beverage
Grand Candy Սառը սև սուրճ 170մլ,2202,Grand Candy,Food & Beverage
Զովացուցիչ ըմպելիք Coca Cola զեռօ 0 5լ,2202,Coca-Cola,Food & Beverage
Զով Ըմպելիք Coca-Cola 1 5լ,2202,Coca-Cola,Food & Beverage
ԳԱԶԱՎՈՐՎԱԾ ՔԱՂՑՐ ԸՄՊԵԼԻՔ COCA-COLA_x000D_ 0 33 L - 14256 ՀԱՏ,2202,Coca-Cola,Food & Beverage
Զովացուցիչ ըմպելիք Coca-Cola զերո 0 5լ,2202,Coca-Cola,Food & Beverage
Կոկա Կոլա Ֆանտա Էկզոտիկ Զերո Սփրայթ Ցիտրուս 0 5լ,2202,Coca-Cola,Food & Beverage
Զովացուցիչ ըմպելիք Coca-Cola 1լ բալ,2202,Coca-Cola,Food & Beverage
Արարատ գարեջ 0 5լ,2203,Unknown,Other
Գինի Armenia նռան 0 75լ,2204,Armenia,Food & Beverage
Արարատ Անի 7տ 0 7լ,2204,Unknown,Other
Զառա Մուրադյան Սպիտակ Անապակ գինի,2204,Zara,Food & Beverage
Գինի Նռան Արմենիա Կ Ք 0 75լ,2204,Unknown,Food & Beverage
Շամպայն Օրոր 0 75լ սպիտակ բրյուտ,2204,Unknown,Other
Գինի Armenia Սպիտակ չոր 0 75լ,2204,Armenia,Food & Beverage
ԳԻՆԻ ԱՐՏ ԱՐՄԵՆԻԱ 750ՄԼ ԿԱՐՄԻՐ ԿԻՍԱՔԱՂՑՐ,2204,Art Armenia,Food & Beverage
Գինի Արմենիա Կարմիր Կիսաքաղցր 0 75լ,2204,Unknown,Food & Beverage
Տուն Արմենիա կարմիր չոր 0 75 լ,2204,Unknown,Other
Գինի Արտ Արմենիա կարմիր կիսաքախցր 0 75լ,2204,Art Armenia,Food & Beverage
Գինի Аrmenia վարդագույն կիսաքաղցր 7,2204,Unknown,Food & Beverage
Արմենիա գինի Տակառ կարմիր անապակ,2204,Unknown,Food & Beverage
Գինի Երևան նուռ կիսաքաղցր 0 75լ Արմենիա Վայն,2204,Unknown,Food & Beverage
Գինի Արմենիա Օրրան վարդագույն չոր 0 75լ,2204,Unknown,Food & Beverage
սփրեդ գյուղական Մարիաննա 500գ,2204,Marianna,Food & Beverage
Գինի կարմիր կիսաքաղցր Արմենիա 0 75լ,2204,Unknown,Food & Beverage
Գինի նռան Արմենիա Վայն 0 75լ,2204,Unknown,Food & Beverage
Գինի նռան քաղցր Արմենիա 0 75լ,2204,Unknown,Food & Beverage
ԳԻՆԻ ՆՌԱՆ ԿԻՍԱՔԱՂՑՐ ԱՐՄԵՆԻԱ ՎԱՅՆ,2204,Unknown,Food & Beverage
Գինի Սպիտակ Armenia 750մլ,2204,Armenia,Food & Beverage
Գինի Արմենիա Վարդագույն անապակ,2204,Unknown,Food & Beverage
Շամպայն Արմենիա Կիսաչոր 0 75լ,2204,Unknown,Other
Գինի Art Armenia սպիտակ չոր 0 75լ,2204,Art Armenia,Food & Beverage
Գինի Armenia ԱՐՏ ՍՊԻՏԱԿ 0 75Լ,2204,Armenia,Food & Beverage
Առմենիա շամպայն սպիտակ կիսաչոր 0 75լ,2204,Unknown,Other
Գինի Արտ Արմենիա Նռան կիսաքաղցր 0 75լ,2204,Art Armenia,Food & Beverage
Գինի կարմիր չոր 0 75լ Արմենիա,2204,Unknown,Food & Beverage
ԳԻՆԻ ԱՐՏ ԱՐՄԵՆԻԱ սպիտակ կիսաքաղցր 0 75մլ,2204,Art Armenia,Food & Beverage
Արմենիա վարդագույն կիսաքաղցր գինի 0 75լ,2204,Unknown,Food & Beverage
Գինի Արմենիա սպիտակ անապակ 0 7լ,2204,Unknown,Food & Beverage
Գինի Արմենիա կիսաքաղցր 0 75լ,2204,Unknown,Food & Beverage
ԳԻՆԻ 0 75Լ ԿԱՐՄԻՐ ԱՆԱՊԱԿ ԱՐՄԵՆԻԱ ՀՈԲԵԼՅԱՆԱԿԱՆ,2204,Unknown,Food & Beverage
Գինի Armenia Տակառ կարմիր 0 75լ,2204,Armenia,Food & Beverage
Գինի Արմենիա Տակառ Ռեզերվ կարմիր 0 75լ,2204,Unknown,Food & Beverage
Գինի Վիվատ Արմենիա Կար անապ 0 75լ,2204,Unknown,Food & Beverage
Գինի Արմենիա կարմիր կիսաքաղցր նռան 0 75լ,2204,Unknown,Food & Beverage
ԳԻՆԻ ԱՐՄԵՆԻԱ 750մլ,2204,Unknown,Food & Beverage
Սավեքս 2 25կ գ,2205,Savax,Other
Գինի Արմենիա Երևան Արենի վարդագույն,2205,Unknown,Food & Beverage
Գինի Արմենիա Օրրան ռեզերվ Արենի և Մ,2205,Unknown,Food & Beverage
Գինի արմենիա 0 75 նռան կ/ք ԳԱ,2205,Unknown,Food & Beverage
Գինի Արմենիա նուռ Կ/Ք 0 75լ,2206,Unknown,Food & Beverage
Օղի Արմենիա կլասիկ 0 5լ,2207,Unknown,Other
ՕՂԻ ԱՐՄԵՆԻԱ ԱՅՍ 0 5Լ,2207,Unknown,Other
Կոնյակ Արարատ սրճային 6 0 7լ,2207,Unknown,Other
Օղի Արմենիա խաղողի 0 2լ,2208,Unknown,Other
Կոնյակ գորնայա Արմենիա 3 աստղ 0 5լ,2208,Unknown,Other
Կոնյակ Արարատ Բալ 0 7լ,2208,Unknown,Other
Կոնյակ ԱՐԱՐԱՏ Բալի համով 0 7լ,2208,Unknown,Other
Կոնյակ Արարատ 3աստղ 0 7լ,2208,Unknown,Other
ԱՐՄԵՆԻԱ գինի 15 0 75ՄԼ ԿԱՐՄԻՐ ԱՆԱՊԱԿ,2208,Unknown,Food & Beverage
Կոնյակ Արարատ Անի 7 40 0 25լ,2208,Unknown,Other
Կոնյակ Երեվան Արարատ 10տ 0 5լ,2208,Unknown,Other
Խմիչք ալկոհոլային ԱՐԱՐԱՏ 0 7լ մեղրի համով տուփ,2208,Unknown,Other
Օղի Արմենիա Կլասսիկ 0 5լ,2208,Unknown,Other
ԱՐՄԵՆԻԱ ՕՂԻ ԻՄՊԵՐ 0 25լ,2208,Unknown,Other
Արմենիա Օղի Արմենիա 0 7լ կլասիկ,2208,Unknown,Other
Օղի ARMENIA ice edition 0 5l,2208,Armenia,Other
Արարատ 3 տարի 0 7լ,2208,Unknown,Other
Կոնյակ Արարատ Բուրբոնի տակառ 8 40 vol 0 7լ,2208,Unknown,Other
ԿՕՆՅԱԿ ԱՐԱՐԱՏ ԱՆԻ 0 5L,2208,Unknown,Other
Կոնյակ Արարատ Հայաստան 10 0 75լ,2208,Unknown,Other
Քացախ խնձորի արտֆուդ 430մլ,2209,Unknown,Other
Artfood խնձորի քացախ 430մլ,2209,Artfood,Food & Beverage
Կոտլետ տավարի Գանձասար կգ,2301,Ganjasar,Food & Beverage
ՌՈՅԱԼ ՄԻՆԻ ԸԴԱԼԹ 8 կգ,2309,Royal,Food & Beverage
Royal Canin Renal with Chicken pouch Կեր 85գ,2309,Royal,Food & Beverage
Royal canin mini junior puppy 8kg Հատ,2309,Royal,Food & Beverage
Royal Canin Շան չոր կեր,2309,Royal,Food & Beverage
Արարատ Պրեմիում Սպիտակ,2401,Unknown,Other
Ջոյ ծխախոտ կանաչ,2401,Unknown,Other
